trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.2, 'e': 0.1589427091997875}",25,19,11.974625113383436,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.2, 'e': 0.15735328210778962}",20,0,-0.5551599242110349,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
186,False,"{'a': 0.2, 'e': 0.15577974928671173}",25,4,34.278641571233315,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.1542219517938446}",25,7,30.539974281535642,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.2, 'e': 0.15267973227590617}",20,0,17.590331592207665,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
189,False,"{'a': 0.2, 'e': 0.1511529349531471}",20,13,3.1570890692150737,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.14964140560361563}",20,0,28.94422355596736,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.2, 'e': 0.14814499154757946}",20,0,-15.82939204887817,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
192,False,"{'a': 0.2, 'e': 0.14666354163210368}",20,0,28.15178417671352,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.2, 'e': 0.14519690621578263}",20,12,16.03048710790949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.1437449371536248}",20,0,16.202210936404477,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
195,False,"{'a': 0.2, 'e': 0.14230748778208857}",20,2,-0.8074668365260946,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
196,False,"{'a': 0.2, 'e': 0.14088441290426768}",30,13,16.987888710705096,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.139475568775225}",25,12,24.239804569931554,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.2, 'e': 0.13808081308747275}",25,0,35.08889425442269,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.2, 'e': 0.136700004956598}",20,10,15.396534085121221,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.13533300490703204}",25,19,13.25005797397532,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.2, 'e': 0.13397967485796172}",25,0,10.524119722183269,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
202,False,"{'a': 0.2, 'e': 0.1326398781093821}",30,16,26.8764135671107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.13131347932828827}",25,11,23.08187105948517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.1300003445350054}",20,0,15.698838997246293,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.2, 'e': 0.12870034108965533}",25,10,31.908700448323337,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.1274133376787588}",20,9,1.5186344438024955,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.2, 'e': 0.12613920430197118}",20,9,22.89367545205584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.2, 'e': 0.12487781225895148}",25,19,9.384503169133403,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.12362903413636196}",25,10,-9.694300591456411,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.12239274379499834}",30,13,25.04331711891759,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.12116881635704835}",25,7,-12.931210733426635,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
212,False,"{'a': 0.2, 'e': 0.11995712819347787}",20,14,11.081135689439076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.11875755691154309}",25,5,38.70252035432071,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.2, 'e': 0.11756998134242766}",20,11,14.833071546322588,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.11639428152900338}",20,9,21.168160246239285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.11523033871371334}",20,13,11.286905579705847,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.1140780353265762}",20,5,26.89460499962388,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.2, 'e': 0.11293725497331045}",20,10,6.4098731763905885,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.2, 'e': 0.11180788242357734}",20,16,7.185806633786617,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.2, 'e': 0.11068980359934157}",35,10,34.91556151315844,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.10958290556334815}",20,0,-31.997651353996716,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
222,False,"{'a': 0.2, 'e': 0.10848707650771466}",30,7,33.06162075997175,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.10740220574263752}",20,6,15.906905873480934,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.2, 'e': 0.10632818368521114}",25,14,21.935978244790856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.10526490184835903}",20,10,7.312548056692017,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.10421225282987544}",25,6,33.19359408862678,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.10317013030157669}",20,0,16.98296500803085,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.2, 'e': 0.10213842899856092}",20,6,19.51062788179675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.2, 'e': 0.10111704470857531}",25,0,20.32012797525299,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
230,False,"{'a': 0.2, 'e': 0.10010587426148955}",20,12,17.72198535631775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.09910481551887466}",35,23,-22.300460903190732,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.2, 'e': 0.0981137673636859}",30,0,32.70608045425511,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.2, 'e': 0.09713262969004904}",20,12,15.1514211805137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.09616130339314856}",25,20,6.690801452920173,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.09519969035921708}",30,12,17.66324859569569,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.0942476934556249}",20,0,30.117237696757023,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.2, 'e': 0.09330521652106866}",35,9,-11.688075001778742,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
238,False,"{'a': 0.2, 'e': 0.09237216435585796}",30,14,5.730054955159871,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.09144844271229938}",25,7,35.06993721392433,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.0905339582851764}",25,8,21.257051702020405,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.08962861870232462}",30,12,-20.52168344018431,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.2, 'e': 0.08873233251530138}",35,18,29.917134765942595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.08784500919014836}",20,0,6.270506054002295,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
244,False,"{'a': 0.2, 'e': 0.08696655909824688}",25,0,-3.591309270503677,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
245,False,"{'a': 0.2, 'e': 0.0860968935072644}",25,6,27.31942971572534,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.08523592457219176}",25,18,-35.21244970238691,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.2, 'e': 0.08438356532646984}",30,0,45.192734238605844,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.2, 'e': 0.08353972967320515}",30,0,24.259156435122133,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
249,False,"{'a': 0.2, 'e': 0.0827043323764731}",25,13,18.14030851823547,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.08187728905270836}",25,13,1.9153760582245667,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.08105851616218128}",20,0,30.750130784034155,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.2, 'e': 0.08024793100055946}",30,23,11.672051989980368,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.07944545169055386}",20,10,6.884112135658583,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.07865099717364833}",30,17,12.315449922316045,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.07786448720191184}",30,15,28.229322357621385,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.07708584232989273}",20,12,14.174187664890045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.0763149839065938}",25,15,3.5207778386355186,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.07555183406752786}",20,6,21.964867388538543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.07479631572685258}",25,8,24.727136554729388,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.07404835256958406}",25,0,33.48506736253714,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.2, 'e': 0.07330786904388821}",25,7,16.14832208353371,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.07257479035344933}",25,15,14.128382805783007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.07184904244991483}",20,9,19.4548825483295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.07113055202541568}",20,0,21.79579075719697,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.2, 'e': 0.07041924650516153}",30,15,6.844430699868813,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.06971505404010991}",25,14,21.329426686471695,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.06901790349970881}",20,13,14.795070292258027,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.06832772446471172}",30,4,27.69662376206417,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.0676444472200646}",20,0,29.52171335872911,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.06696800274786396}",25,17,16.257356680853878,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.06629832272038531}",20,3,26.077713343107682,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.06563533949318147}",25,16,11.30875023662266,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.06497898609824965}",30,13,29.500679057978743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.06432919623726716}",25,0,26.199427970677096,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
275,False,"{'a': 0.2, 'e': 0.06368590427489448}",25,11,26.44893864525434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.06304904523214554}",20,0,27.795244162127897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.06241855477982408}",30,17,27.06130154969533,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.06179436923202584}",30,16,23.116315152724937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.06117642553970558}",25,12,18.22671997416035,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.06056466128430853}",25,15,17.307669649725916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.05995901467146544}",20,11,19.429096124963923,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.059359424524750785}",25,5,-11.496832937766795,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
283,False,"{'a': 0.2, 'e': 0.05876583027950327}",20,0,31.592479151925623,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.05817817197670824}",20,9,17.39409397684852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.05759639025694116}",25,14,23.44316266265343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.057020426354371746}",20,0,35.54517156061464,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.2, 'e': 0.05645022209082803}",25,0,33.57223983667192,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.2, 'e': 0.05588571986991975}",20,2,26.969006347363297,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.05532686267122055}",25,13,21.707237319641173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.05477359404450834}",35,22,27.134830237974253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.05422585810406326}",20,16,7.734709155510979,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.05368359952302263}",30,21,15.591427968951331,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.0531467635277924}",30,17,19.788476343157196,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.05261529589251448}",20,10,23.23935678707679,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.05208914293358933}",25,5,27.991336465465505,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.05156825150425344}",20,4,29.397929047812546,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.0510525689892109}",25,10,25.640246476259566,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.050542043299318794}",30,20,17.796761151488063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.050036622866325604}",20,7,26.14779762738167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.04953625663766235}",20,12,16.169415410857376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.04904089407128572}",25,10,27.463657604363892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.04855048513057287}",20,11,15.021150764387583,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.04806498027926714}",25,7,17.780351605704272,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.047584330476474465}",20,6,22.791111717799136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.04710848717170972}",25,14,16.14699465113741,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.2, 'e': 0.04663740229999262}",20,9,8.875086351183025,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.046171028276992696}",20,3,3.037942779856392,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.045709317994222766}",20,0,31.642812506267404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.04525222481428054}",25,0,37.70616857883634,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.2, 'e': 0.04479970256613774}",25,13,22.1976121515465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.044351705540476356}",20,9,23.206546984638432,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.043908188485071595}",20,14,11.52771341566294,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.04346910660022087}",25,9,19.231700040611106,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.04303441553421867}",20,3,14.04014207002399,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.04260407137887648}",30,16,12.088615344359143,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.04217803066508771}",25,0,0.6688483668298597,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
317,False,"{'a': 0.2, 'e': 0.04175625035843684}",25,0,35.75220518246798,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.2, 'e': 0.04133868785485247}",25,0,24.65842701968463,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
319,False,"{'a': 0.2, 'e': 0.040925300976303945}",25,12,2.2495191420476086,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.0405160479665409}",20,0,22.616573696244476,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.2, 'e': 0.040110887486875496}",30,8,10.372081005908944,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.03970977861200674}",20,12,16.119849622557307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.039312680825886674}",30,10,24.29594077222436,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.038919554017627804}",25,6,28.65385822801536,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.03853035847745152}",25,11,23.87656468560384,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.03814505489267701}",25,7,33.72294659328969,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.03776360434375024}",25,11,21.92692788448722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.03738596830031274}",25,18,13.400402465210412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.03701210861730961}",20,16,8.07584096788503,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.03664198753113651}",20,13,15.343987638343478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.036275567655825146}",25,12,15.933782936330458,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.0359128119792669}",35,26,15.81443192767714,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.035553683859474224}",25,10,28.664458314569572,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.035198147020879485}",20,11,17.842043109265603,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.03484616555067069}",25,14,5.097728286375522,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.03449770389516398}",20,13,14.088754112480698,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.03415272685621234}",20,7,19.72641657496886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.03381119958765022}",20,10,-23.386450578147663,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.2, 'e': 0.03347308759177372}",25,8,29.72246465082412,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.03313835671585598}",20,10,18.02466668548134,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.03280697314869742}",25,6,31.576263863103694,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.03247890341721044}",20,0,32.688501541889885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
343,False,"{'a': 0.2, 'e': 0.03215411438303834}",25,17,15.264885967172296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.031832573239207955}",20,8,23.42812731097856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.031514247506815876}",25,3,34.05625925403388,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.031199105031747717}",25,0,43.278689080350915,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.2, 'e': 0.03088711398143024}",25,11,1.474185478852714,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.030578242841615935}",25,7,33.80116848275626,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.030272460413199778}",20,0,32.452455851750386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.2, 'e': 0.02996973580906778}",20,6,26.320989196235693,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.029670038450977102}",20,0,31.500547194356145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.2, 'e': 0.02937333806646733}",20,4,27.698552926479906,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.029079604685802656}",20,11,2.5420800416901104,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.02878880863894463}",25,17,14.565279374642573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.02850092055255518}",25,0,33.74722873236346,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
356,False,"{'a': 0.2, 'e': 0.02821591134702963}",20,0,28.95861355615423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.027933752233559334}",25,14,21.897350148924765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.027654414711223742}",20,11,18.25323445971133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.027377870564111503}",20,8,19.49142687779538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.02710409185847039}",30,17,7.437607040869641,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.026833050939885684}",25,8,30.325294035511938,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.026564720430486827}",20,10,17.54889777245709,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.026299073226181958}",20,10,15.200945231439466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.026036082493920136}",25,11,25.53952443347624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.025775721668980935}",25,13,21.219493136248673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.025517964452291125}",30,20,15.198454571404689,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.025262784807768213}",20,12,14.703414423407498,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.025010156959690534}",20,8,17.363357810787292,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
